inventory_id,store_id,film_id,inventory_last_upd
151,2,31,2006-02-15 10:09:17
152,2,31,2006-02-15 10:09:17
153,2,31,2006-02-15 10:09:17
154,2,32,2006-02-15 10:09:17
155,2,32,2006-02-15 10:09:17
156,2,34,2006-02-15 10:09:17
157,2,34,2006-02-15 10:09:17
158,2,34,2006-02-15 10:09:17
159,2,34,2006-02-15 10:09:17
160,1,35,2006-02-15 10:09:17
161,1,35,2006-02-15 10:09:17
162,1,35,2006-02-15 10:09:17
163,1,35,2006-02-15 10:09:17
164,2,35,2006-02-15 10:09:17
165,2,35,2006-02-15 10:09:17
166,2,35,2006-02-15 10:09:17
167,1,37,2006-02-15 10:09:17
168,1,37,2006-02-15 10:09:17
169,1,37,2006-02-15 10:09:17
170,1,37,2006-02-15 10:09:17
171,2,37,2006-02-15 10:09:17
172,2,37,2006-02-15 10:09:17
173,2,37,2006-02-15 10:09:17
174,1,39,2006-02-15 10:09:17
175,1,39,2006-02-15 10:09:17
176,1,39,2006-02-15 10:09:17
177,2,39,2006-02-15 10:09:17
178,2,39,2006-02-15 10:09:17
179,2,39,2006-02-15 10:09:17
180,2,39,2006-02-15 10:09:17
181,2,40,2006-02-15 10:09:17
182,2,40,2006-02-15 10:09:17
183,2,40,2006-02-15 10:09:17
184,2,40,2006-02-15 10:09:17
185,2,42,2006-02-15 10:09:17
186,2,42,2006-02-15 10:09:17
187,2,42,2006-02-15 10:09:17
188,2,42,2006-02-15 10:09:17
189,1,43,2006-02-15 10:09:17
190,1,43,2006-02-15 10:09:17
191,1,43,2006-02-15 10:09:17
192,2,43,2006-02-15 10:09:17
193,2,43,2006-02-15 10:09:17
194,2,43,2006-02-15 10:09:17
195,2,43,2006-02-15 10:09:17
196,1,44,2006-02-15 10:09:17
197,1,44,2006-02-15 10:09:17
198,2,44,2006-02-15 10:09:17
199,2,44,2006-02-15 10:09:17
200,2,44,2006-02-15 10:09:17
201,1,45,2006-02-15 10:09:17
202,1,45,2006-02-15 10:09:17
203,1,45,2006-02-15 10:09:17
204,1,45,2006-02-15 10:09:17
205,2,45,2006-02-15 10:09:17
206,2,45,2006-02-15 10:09:17
207,2,46,2006-02-15 10:09:17
208,2,46,2006-02-15 10:09:17
209,2,46,2006-02-15 10:09:17
210,2,47,2006-02-15 10:09:17
211,2,47,2006-02-15 10:09:17
212,1,48,2006-02-15 10:09:17
213,1,48,2006-02-15 10:09:17
214,2,48,2006-02-15 10:09:17
215,2,48,2006-02-15 10:09:17
216,1,49,2006-02-15 10:09:17
217,1,49,2006-02-15 10:09:17
218,1,49,2006-02-15 10:09:17
219,2,49,2006-02-15 10:09:17
220,2,49,2006-02-15 10:09:17
221,2,49,2006-02-15 10:09:17
222,1,50,2006-02-15 10:09:17
223,1,50,2006-02-15 10:09:17
224,1,50,2006-02-15 10:09:17
225,2,50,2006-02-15 10:09:17
226,2,50,2006-02-15 10:09:17
227,1,51,2006-02-15 10:09:17
228,1,51,2006-02-15 10:09:17
229,2,51,2006-02-15 10:09:17
230,2,51,2006-02-15 10:09:17
231,2,51,2006-02-15 10:09:17
232,2,51,2006-02-15 10:09:17
233,2,52,2006-02-15 10:09:17
234,2,52,2006-02-15 10:09:17
235,1,53,2006-02-15 10:09:17
236,1,53,2006-02-15 10:09:17
237,1,54,2006-02-15 10:09:17
238,1,54,2006-02-15 10:09:17
239,1,54,2006-02-15 10:09:17
240,2,54,2006-02-15 10:09:17
241,2,54,2006-02-15 10:09:17
242,1,55,2006-02-15 10:09:17
243,1,55,2006-02-15 10:09:17
244,1,55,2006-02-15 10:09:17
245,1,55,2006-02-15 10:09:17
246,2,55,2006-02-15 10:09:17
247,2,55,2006-02-15 10:09:17
248,1,56,2006-02-15 10:09:17
249,1,56,2006-02-15 10:09:17
250,1,56,2006-02-15 10:09:17
251,2,56,2006-02-15 10:09:17
252,2,56,2006-02-15 10:09:17
253,1,57,2006-02-15 10:09:17
254,1,57,2006-02-15 10:09:17
255,1,57,2006-02-15 10:09:17
256,1,57,2006-02-15 10:09:17
257,2,57,2006-02-15 10:09:17
258,2,57,2006-02-15 10:09:17
259,2,57,2006-02-15 10:09:17
260,2,58,2006-02-15 10:09:17
261,2,58,2006-02-15 10:09:17
262,2,58,2006-02-15 10:09:17
263,2,58,2006-02-15 10:09:17
264,1,59,2006-02-15 10:09:17
265,1,59,2006-02-15 10:09:17
266,1,59,2006-02-15 10:09:17
267,2,59,2006-02-15 10:09:17
268,2,59,2006-02-15 10:09:17
269,1,60,2006-02-15 10:09:17
270,1,60,2006-02-15 10:09:17
271,1,60,2006-02-15 10:09:17
272,1,61,2006-02-15 10:09:17
273,1,61,2006-02-15 10:09:17
274,1,61,2006-02-15 10:09:17
275,1,61,2006-02-15 10:09:17
276,2,61,2006-02-15 10:09:17
277,2,61,2006-02-15 10:09:17
278,2,62,2006-02-15 10:09:17
279,2,62,2006-02-15 10:09:17
280,1,63,2006-02-15 10:09:17
281,1,63,2006-02-15 10:09:17
282,2,63,2006-02-15 10:09:17
283,2,63,2006-02-15 10:09:17
284,2,64,2006-02-15 10:09:17
285,2,64,2006-02-15 10:09:17
286,2,64,2006-02-15 10:09:17
287,2,65,2006-02-15 10:09:17
288,2,65,2006-02-15 10:09:17
289,2,65,2006-02-15 10:09:17
290,2,65,2006-02-15 10:09:17
291,1,66,2006-02-15 10:09:17
292,1,66,2006-02-15 10:09:17
293,1,66,2006-02-15 10:09:17
294,1,67,2006-02-15 10:09:17
295,1,67,2006-02-15 10:09:17
296,2,67,2006-02-15 10:09:17
297,2,67,2006-02-15 10:09:17
298,2,67,2006-02-15 10:09:17
299,2,67,2006-02-15 10:09:17
300,1,68,2006-02-15 10:09:17
301,1,68,2006-02-15 10:09:17
302,2,68,2006-02-15 10:09:17
303,2,68,2006-02-15 10:09:17
304,1,69,2006-02-15 10:09:17
305,1,69,2006-02-15 10:09:17
306,1,69,2006-02-15 10:09:17
307,1,69,2006-02-15 10:09:17
308,2,69,2006-02-15 10:09:17
309,2,69,2006-02-15 10:09:17
310,2,69,2006-02-15 10:09:17
311,2,69,2006-02-15 10:09:17
312,1,70,2006-02-15 10:09:17
313,1,70,2006-02-15 10:09:17
314,2,70,2006-02-15 10:09:17
315,2,70,2006-02-15 10:09:17
316,2,71,2006-02-15 10:09:17
317,2,71,2006-02-15 10:09:17
318,2,71,2006-02-15 10:09:17
319,2,71,2006-02-15 10:09:17
320,1,72,2006-02-15 10:09:17
321,1,72,2006-02-15 10:09:17
322,1,72,2006-02-15 10:09:17
323,1,72,2006-02-15 10:09:17
324,2,72,2006-02-15 10:09:17
325,2,72,2006-02-15 10:09:17
326,1,73,2006-02-15 10:09:17
327,1,73,2006-02-15 10:09:17
328,1,73,2006-02-15 10:09:17
329,1,73,2006-02-15 10:09:17
330,2,73,2006-02-15 10:09:17
331,2,73,2006-02-15 10:09:17
332,2,73,2006-02-15 10:09:17
333,2,73,2006-02-15 10:09:17
334,1,74,2006-02-15 10:09:17
335,1,74,2006-02-15 10:09:17
336,1,74,2006-02-15 10:09:17
337,2,74,2006-02-15 10:09:17
338,2,74,2006-02-15 10:09:17
339,2,75,2006-02-15 10:09:17
340,2,75,2006-02-15 10:09:17
341,2,75,2006-02-15 10:09:17
342,1,76,2006-02-15 10:09:17
343,1,76,2006-02-15 10:09:17
344,1,76,2006-02-15 10:09:17
345,1,77,2006-02-15 10:09:17
346,1,77,2006-02-15 10:09:17
347,1,77,2006-02-15 10:09:17
348,1,77,2006-02-15 10:09:17
349,2,77,2006-02-15 10:09:17
350,2,77,2006-02-15 10:09:17
351,1,78,2006-02-15 10:09:17
352,1,78,2006-02-15 10:09:17
353,1,78,2006-02-15 10:09:17
354,2,78,2006-02-15 10:09:17
355,2,78,2006-02-15 10:09:17
356,2,78,2006-02-15 10:09:17
357,2,78,2006-02-15 10:09:17
358,1,79,2006-02-15 10:09:17
359,1,79,2006-02-15 10:09:17
360,1,79,2006-02-15 10:09:17
361,2,79,2006-02-15 10:09:17
362,2,79,2006-02-15 10:09:17
363,2,79,2006-02-15 10:09:17
364,1,80,2006-02-15 10:09:17
365,1,80,2006-02-15 10:09:17
366,1,80,2006-02-15 10:09:17
367,1,80,2006-02-15 10:09:17
368,1,81,2006-02-15 10:09:17
369,1,81,2006-02-15 10:09:17
370,1,81,2006-02-15 10:09:17
371,1,81,2006-02-15 10:09:17
372,1,82,2006-02-15 10:09:17
373,1,82,2006-02-15 10:09:17
374,1,83,2006-02-15 10:09:17
375,1,83,2006-02-15 10:09:17
376,1,83,2006-02-15 10:09:17
377,2,83,2006-02-15 10:09:17
378,2,83,2006-02-15 10:09:17
379,1,84,2006-02-15 10:09:17
380,1,84,2006-02-15 10:09:17
381,1,84,2006-02-15 10:09:17
382,1,84,2006-02-15 10:09:17
383,2,85,2006-02-15 10:09:17
384,2,85,2006-02-15 10:09:17
385,2,85,2006-02-15 10:09:17
386,2,85,2006-02-15 10:09:17
387,1,86,2006-02-15 10:09:17
388,1,86,2006-02-15 10:09:17
389,1,86,2006-02-15 10:09:17
390,1,86,2006-02-15 10:09:17
391,2,86,2006-02-15 10:09:17
392,2,86,2006-02-15 10:09:17
393,2,86,2006-02-15 10:09:17
394,2,86,2006-02-15 10:09:17
395,2,88,2006-02-15 10:09:17
396,2,88,2006-02-15 10:09:17
397,2,88,2006-02-15 10:09:17
398,2,88,2006-02-15 10:09:17
399,1,89,2006-02-15 10:09:17
400,1,89,2006-02-15 10:09:17
401,1,89,2006-02-15 10:09:17
402,2,89,2006-02-15 10:09:17
403,2,89,2006-02-15 10:09:17
404,2,89,2006-02-15 10:09:17
405,1,90,2006-02-15 10:09:17
406,1,90,2006-02-15 10:09:17
407,1,90,2006-02-15 10:09:17
408,2,90,2006-02-15 10:09:17
409,2,90,2006-02-15 10:09:17
410,2,90,2006-02-15 10:09:17
411,1,91,2006-02-15 10:09:17
412,1,91,2006-02-15 10:09:17
413,1,91,2006-02-15 10:09:17
414,1,91,2006-02-15 10:09:17
415,2,91,2006-02-15 10:09:17
416,2,91,2006-02-15 10:09:17
417,2,91,2006-02-15 10:09:17
418,2,91,2006-02-15 10:09:17
419,1,92,2006-02-15 10:09:17
420,1,92,2006-02-15 10:09:17
421,2,92,2006-02-15 10:09:17
422,2,92,2006-02-15 10:09:17
423,2,93,2006-02-15 10:09:17
424,2,93,2006-02-15 10:09:17
425,2,93,2006-02-15 10:09:17
426,1,94,2006-02-15 10:09:17
427,1,94,2006-02-15 10:09:17
428,1,95,2006-02-15 10:09:17
429,1,95,2006-02-15 10:09:17
430,2,95,2006-02-15 10:09:17
431,2,95,2006-02-15 10:09:17
432,2,95,2006-02-15 10:09:17
433,1,96,2006-02-15 10:09:17
434,1,96,2006-02-15 10:09:17
435,1,96,2006-02-15 10:09:17
436,1,97,2006-02-15 10:09:17
437,1,97,2006-02-15 10:09:17
438,1,97,2006-02-15 10:09:17
439,1,97,2006-02-15 10:09:17
440,2,97,2006-02-15 10:09:17
441,2,97,2006-02-15 10:09:17
442,1,98,2006-02-15 10:09:17
443,1,98,2006-02-15 10:09:17
444,1,98,2006-02-15 10:09:17
445,1,99,2006-02-15 10:09:17
446,1,99,2006-02-15 10:09:17
447,1,99,2006-02-15 10:09:17
448,2,99,2006-02-15 10:09:17
449,2,99,2006-02-15 10:09:17
450,2,99,2006-02-15 10:09:17
451,1,100,2006-02-15 10:09:17
452,1,100,2006-02-15 10:09:17
453,1,100,2006-02-15 10:09:17
454,1,100,2006-02-15 10:09:17
455,2,100,2006-02-15 10:09:17
456,2,100,2006-02-15 10:09:17
457,1,101,2006-02-15 10:09:17
458,1,101,2006-02-15 10:09:17
459,1,101,2006-02-15 10:09:17
460,1,101,2006-02-15 10:09:17
461,2,101,2006-02-15 10:09:17
462,2,101,2006-02-15 10:09:17
463,2,102,2006-02-15 10:09:17
464,2,102,2006-02-15 10:09:17
465,1,103,2006-02-15 10:09:17
466,1,103,2006-02-15 10:09:17
467,1,103,2006-02-15 10:09:17
468,1,103,2006-02-15 10:09:17
469,2,103,2006-02-15 10:09:17
470,2,103,2006-02-15 10:09:17
471,2,103,2006-02-15 10:09:17
472,2,103,2006-02-15 10:09:17
473,2,104,2006-02-15 10:09:17
474,2,104,2006-02-15 10:09:17
475,2,104,2006-02-15 10:09:17
476,1,105,2006-02-15 10:09:17
477,1,105,2006-02-15 10:09:17
478,2,105,2006-02-15 10:09:17
479,2,105,2006-02-15 10:09:17
480,2,105,2006-02-15 10:09:17
481,1,106,2006-02-15 10:09:17
482,1,106,2006-02-15 10:09:17
483,2,107,2006-02-15 10:09:17
484,2,107,2006-02-15 10:09:17
485,1,109,2006-02-15 10:09:17
486,1,109,2006-02-15 10:09:17
487,1,109,2006-02-15 10:09:17
488,1,109,2006-02-15 10:09:17
489,2,109,2006-02-15 10:09:17
490,2,109,2006-02-15 10:09:17
491,2,109,2006-02-15 10:09:17
492,2,109,2006-02-15 10:09:17
493,1,110,2006-02-15 10:09:17
494,1,110,2006-02-15 10:09:17
495,1,110,2006-02-15 10:09:17
496,1,110,2006-02-15 10:09:17
497,2,111,2006-02-15 10:09:17
498,2,111,2006-02-15 10:09:17
499,2,111,2006-02-15 10:09:17
500,2,111,2006-02-15 10:09:17
501,1,112,2006-02-15 10:09:17
502,1,112,2006-02-15 10:09:17
503,1,112,2006-02-15 10:09:17
504,1,112,2006-02-15 10:09:17
505,2,112,2006-02-15 10:09:17
506,2,112,2006-02-15 10:09:17
507,2,112,2006-02-15 10:09:17
508,2,113,2006-02-15 10:09:17
509,2,113,2006-02-15 10:09:17
510,2,113,2006-02-15 10:09:17
511,2,113,2006-02-15 10:09:17
512,1,114,2006-02-15 10:09:17
513,1,114,2006-02-15 10:09:17
514,1,114,2006-02-15 10:09:17
515,1,114,2006-02-15 10:09:17
516,2,114,2006-02-15 10:09:17
517,2,114,2006-02-15 10:09:17
518,2,114,2006-02-15 10:09:17
519,1,115,2006-02-15 10:09:17
520,1,115,2006-02-15 10:09:17
521,1,115,2006-02-15 10:09:17
522,2,115,2006-02-15 10:09:17
523,2,115,2006-02-15 10:09:17
524,2,115,2006-02-15 10:09:17
525,2,115,2006-02-15 10:09:17
526,1,116,2006-02-15 10:09:17
527,1,116,2006-02-15 10:09:17
528,2,116,2006-02-15 10:09:17
529,2,116,2006-02-15 10:09:17
530,2,116,2006-02-15 10:09:17
531,2,116,2006-02-15 10:09:17
532,1,117,2006-02-15 10:09:17
533,1,117,2006-02-15 10:09:17
534,1,117,2006-02-15 10:09:17
535,1,117,2006-02-15 10:09:17
536,2,117,2006-02-15 10:09:17
537,2,117,2006-02-15 10:09:17
538,1,118,2006-02-15 10:09:17
539,1,118,2006-02-15 10:09:17
540,1,118,2006-02-15 10:09:17
541,1,118,2006-02-15 10:09:17
542,2,118,2006-02-15 10:09:17
543,2,118,2006-02-15 10:09:17
544,1,119,2006-02-15 10:09:17
545,1,119,2006-02-15 10:09:17
546,1,119,2006-02-15 10:09:17
547,2,119,2006-02-15 10:09:17
548,2,119,2006-02-15 10:09:17
549,2,119,2006-02-15 10:09:17
550,2,119,2006-02-15 10:09:17
551,1,120,2006-02-15 10:09:17
552,1,120,2006-02-15 10:09:17
553,1,120,2006-02-15 10:09:17
554,1,121,2006-02-15 10:09:17
555,1,121,2006-02-15 10:09:17
556,1,121,2006-02-15 10:09:17
557,2,121,2006-02-15 10:09:17
558,2,121,2006-02-15 10:09:17
559,2,121,2006-02-15 10:09:17
560,1,122,2006-02-15 10:09:17
561,1,122,2006-02-15 10:09:17
562,1,122,2006-02-15 10:09:17
563,1,122,2006-02-15 10:09:17
564,2,122,2006-02-15 10:09:17
565,2,122,2006-02-15 10:09:17
566,2,122,2006-02-15 10:09:17
567,1,123,2006-02-15 10:09:17
568,1,123,2006-02-15 10:09:17
569,2,123,2006-02-15 10:09:17
570,2,123,2006-02-15 10:09:17
571,2,123,2006-02-15 10:09:17
572,2,124,2006-02-15 10:09:17
573,2,124,2006-02-15 10:09:17
574,2,124,2006-02-15 10:09:17
575,2,125,2006-02-15 10:09:17
576,2,125,2006-02-15 10:09:17
577,2,126,2006-02-15 10:09:17
578,2,126,2006-02-15 10:09:17
579,2,126,2006-02-15 10:09:17
580,1,127,2006-02-15 10:09:17
581,1,127,2006-02-15 10:09:17
582,1,127,2006-02-15 10:09:17
583,1,127,2006-02-15 10:09:17
584,2,127,2006-02-15 10:09:17
585,2,127,2006-02-15 10:09:17
586,2,127,2006-02-15 10:09:17
587,2,127,2006-02-15 10:09:17
588,1,129,2006-02-15 10:09:17
589,1,129,2006-02-15 10:09:17
590,1,129,2006-02-15 10:09:17
591,2,129,2006-02-15 10:09:17
592,2,129,2006-02-15 10:09:17
593,2,129,2006-02-15 10:09:17
594,1,130,2006-02-15 10:09:17
595,1,130,2006-02-15 10:09:17
596,2,130,2006-02-15 10:09:17
597,2,130,2006-02-15 10:09:17
598,2,130,2006-02-15 10:09:17
599,2,130,2006-02-15 10:09:17
600,1,131,2006-02-15 10:09:17
601,1,131,2006-02-15 10:09:17
602,1,131,2006-02-15 10:09:17
603,1,131,2006-02-15 10:09:17
604,2,131,2006-02-15 10:09:17
605,2,131,2006-02-15 10:09:17
606,1,132,2006-02-15 10:09:17
607,1,132,2006-02-15 10:09:17
608,1,132,2006-02-15 10:09:17
609,1,132,2006-02-15 10:09:17
610,2,132,2006-02-15 10:09:17
611,2,132,2006-02-15 10:09:17
612,1,133,2006-02-15 10:09:17
613,1,133,2006-02-15 10:09:17
614,2,133,2006-02-15 10:09:17
615,2,133,2006-02-15 10:09:17
616,2,134,2006-02-15 10:09:17
617,2,134,2006-02-15 10:09:17
618,2,134,2006-02-15 10:09:17
619,1,135,2006-02-15 10:09:17
620,1,135,2006-02-15 10:09:17
621,1,135,2006-02-15 10:09:17
622,2,135,2006-02-15 10:09:17
623,2,135,2006-02-15 10:09:17
624,2,135,2006-02-15 10:09:17
625,2,135,2006-02-15 10:09:17
626,1,136,2006-02-15 10:09:17
627,1,136,2006-02-15 10:09:17
628,1,136,2006-02-15 10:09:17
629,2,137,2006-02-15 10:09:17
630,2,137,2006-02-15 10:09:17
631,2,137,2006-02-15 10:09:17
632,2,137,2006-02-15 10:09:17
633,1,138,2006-02-15 10:09:17
634,1,138,2006-02-15 10:09:17
635,2,138,2006-02-15 10:09:17
636,2,138,2006-02-15 10:09:17
637,2,138,2006-02-15 10:09:17
638,1,139,2006-02-15 10:09:17
639,1,139,2006-02-15 10:09:17
640,1,139,2006-02-15 10:09:17
641,1,139,2006-02-15 10:09:17
642,2,139,2006-02-15 10:09:17
643,2,139,2006-02-15 10:09:17
644,1,140,2006-02-15 10:09:17
645,1,140,2006-02-15 10:09:17
646,2,140,2006-02-15 10:09:17
647,2,140,2006-02-15 10:09:17
648,2,140,2006-02-15 10:09:17
649,1,141,2006-02-15 10:09:17
650,1,141,2006-02-15 10:09:17
651,1,141,2006-02-15 10:09:17
652,2,141,2006-02-15 10:09:17
653,2,141,2006-02-15 10:09:17
654,1,142,2006-02-15 10:09:17
655,1,142,2006-02-15 10:09:17
656,1,142,2006-02-15 10:09:17
657,2,142,2006-02-15 10:09:17
658,2,142,2006-02-15 10:09:17
659,1,143,2006-02-15 10:09:17
660,1,143,2006-02-15 10:09:17
661,1,143,2006-02-15 10:09:17
662,1,143,2006-02-15 10:09:17
663,2,143,2006-02-15 10:09:17
664,2,143,2006-02-15 10:09:17
665,2,143,2006-02-15 10:09:17
666,2,145,2006-02-15 10:09:17
667,2,145,2006-02-15 10:09:17
668,2,145,2006-02-15 10:09:17
669,1,146,2006-02-15 10:09:17
670,1,146,2006-02-15 10:09:17
671,1,146,2006-02-15 10:09:17
672,1,147,2006-02-15 10:09:17
673,1,147,2006-02-15 10:09:17
674,1,147,2006-02-15 10:09:17
675,2,147,2006-02-15 10:09:17
676,2,147,2006-02-15 10:09:17
677,2,147,2006-02-15 10:09:17
678,1,149,2006-02-15 10:09:17
679,1,149,2006-02-15 10:09:17
680,1,149,2006-02-15 10:09:17
681,2,149,2006-02-15 10:09:17
682,2,149,2006-02-15 10:09:17
683,2,149,2006-02-15 10:09:17
684,1,150,2006-02-15 10:09:17
685,1,150,2006-02-15 10:09:17
686,2,150,2006-02-15 10:09:17
687,2,150,2006-02-15 10:09:17
688,2,150,2006-02-15 10:09:17
689,2,150,2006-02-15 10:09:17
690,1,151,2006-02-15 10:09:17
691,1,151,2006-02-15 10:09:17
692,2,151,2006-02-15 10:09:17
693,2,151,2006-02-15 10:09:17
694,1,152,2006-02-15 10:09:17
695,1,152,2006-02-15 10:09:17
696,1,152,2006-02-15 10:09:17
697,1,152,2006-02-15 10:09:17
698,1,153,2006-02-15 10:09:17
699,1,153,2006-02-15 10:09:17
700,1,153,2006-02-15 10:09:17
701,1,153,2006-02-15 10:09:17
702,1,154,2006-02-15 10:09:17
703,1,154,2006-02-15 10:09:17
704,1,154,2006-02-15 10:09:17
705,2,154,2006-02-15 10:09:17
706,2,154,2006-02-15 10:09:17
707,2,154,2006-02-15 10:09:17
708,2,154,2006-02-15 10:09:17
709,1,155,2006-02-15 10:09:17
710,1,155,2006-02-15 10:09:17
711,2,155,2006-02-15 10:09:17
712,2,155,2006-02-15 10:09:17
713,2,155,2006-02-15 10:09:17
714,2,156,2006-02-15 10:09:17
715,2,156,2006-02-15 10:09:17
716,2,157,2006-02-15 10:09:17
717,2,157,2006-02-15 10:09:17
718,2,157,2006-02-15 10:09:17
719,1,158,2006-02-15 10:09:17
720,1,158,2006-02-15 10:09:17
721,2,158,2006-02-15 10:09:17
722,2,158,2006-02-15 10:09:17
723,2,158,2006-02-15 10:09:17
724,1,159,2006-02-15 10:09:17
725,1,159,2006-02-15 10:09:17
726,1,159,2006-02-15 10:09:17
727,1,159,2006-02-15 10:09:17
728,2,159,2006-02-15 10:09:17
729,2,159,2006-02-15 10:09:17
730,2,159,2006-02-15 10:09:17
731,1,160,2006-02-15 10:09:17
732,1,160,2006-02-15 10:09:17
733,2,160,2006-02-15 10:09:17
734,2,160,2006-02-15 10:09:17
